id,MS name,siglum,archive,shelfmark,other names,part
850,Vorau,A-V,Bibliothek des Augustiner - Chorherrenstifts,MS 23,,
943,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Chigi C.VIII.234,Chigi Codex,
944,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XIII,27",Medici Chansonnier; Codex Medici,
946,Rome,I-Rc,Biblioteca Casanatense,MS 2151,,
950,Siena,I-Sas,Archivio di Stato Siena,"Frammenti Musicali b. n. 2, ins. n. 91",,
951,Cividale del Friuli,I-CFm,Museo Archeologico Nazionale,Cod. LIII,,
955,Prague,CZ-Ps,"Strahov Monastery Library (Museum of Czech Literature, Strahov Library)",MS D.G.IV.47,Strahov Codex,
958,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 461,Sicher Liederbuch,
959,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 462,Heer Liederbuch,
960,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 463 ,Tschudi Liederbuch,Discantus
961,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 464,,
962,Modena,I-MOe,Biblioteca Estense,MS {alpha}.F.2.29 (Lat. 1232),,
963,Modena,I-MOe,Biblioteca Estense,MS {alpha}.F.9.9,,
964,Modena,I-MOe,Biblioteca Estense,MS {alpha}.M.1.2,,
965,Modena,I-MOe,Biblioteca Estense,MS {alpha}.M.1.11,Modena C,
966,Modena,I-MOe,Biblioteca Estense,MS {alpha}.M.1.13,,
967,Modena,I-MOe,Biblioteca Estense,MS {alpha}.N.1.2,,
968,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCXC,,
969,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLV,,
970,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLVI,,
971,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLVII,,
972,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLVIII,,
973,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLIX,,
974,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLX,,
975,Verona,I-VEc,Biblioteca Capitolare di Verona,MS DCCLXI,,
976,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS Hr-7 (II A 7),Codex Speciálník,
981,Pisa,I-PIarc,Biblioteca Arcivescovile Cardinale Pietro Maffi,Cartella 11/III,Lucca choirbook (or Strohm Codex),
982,Mulhouse,F-MUm,Bibliothèque Municipale,Cod. Mus. 3,,
983,Nancy,F-NAad,Archives Départementales de Meurthe-et-Moselle,G. 626 (5-6),,
984,Paris,F-Peb,"École Nationale Supérieure des Beaux-Arts, Bibliothèque",Jean Masson 56,,
987,Cambridge,GB-Cp,"Peterhouse, Perne Library",MS 40 ,Peterhouse Partbooks: Henrician Set,Triplex
989,Chelmsford,GB-CF,Essex Record Office,MS D/DP Z6/1,,
990,Edinburgh,GB-Eu,University Library,64,Dunkeld Antiphonary,"Discantus, Altus, Tenor, Bassus, Quintus"
992,Lincoln,GB-LIcro,Lincolnshire Archives and Record Office,"s.s. (Register) - moved to Lincoln, Lincolshire Archives and Record Office, Saxilby PAR 23/1",Saxilby Fragment,
993,Shrewsbury,GB-SHR,Shropshire Record Office,LB/15/1/225,,
994,Sutton Coldfield,GB-SC,"Oscott College, Old Library",Case B No. 4,,
995,Whalley (Lancashire),GB-WA,Stonyhurst College Library,B. VI. 23 ,,"Quintus, Tenor"
998,Budapest,H-Bu,Egyetemi Könyvtar (Universitätsbibliothek),U. Fr. l. m. 297,,
999,Esztergom,H-Efkö,Föszékesegyházi Könyvtár (Cathedral Library),MS I.178,,
1001,Castell'Arquato,I-CARcc,"Chiesa Collegiata, Archivio",14,,
1002,Civitanova Marche,I-CNM,Biblioteca Comunale Silvio Zavatti,s.s. (1) ,,"Discantus, Altus, Tenor, Bassus"
1003,Florence (Firenze),I-Fr,Biblioteca Riccardiana,Ms. 2356,,
1004,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 6,,
1005,Foligno,I-FOLc,Biblioteca Comunale,"s.s. ""frammento musicale de Quattrocento""",,
1006,Lucca,I-Lg,Biblioteca Governativa,775,,
1007,Mantua,I-MAa,Archivio di Stato,"Busta Davari 16, 'Notizie Varie' (fragments)",,
1008,Milan,I-Mc,Biblioteca del Conservatorio di Musica Giuseppe Verdi,Santa Barbara 12 [III. 42],,
1010,Milan,I-Mt,Biblioteca Trivulziana e Archivio Storico Civico (Castello Sforzesco),55,,
1011,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. III,,
1013,Naples,I-Nn,Biblioteca Nazionale Vittorio Emanuelle III,VI E 40,,
1014,Padua,I-Psa,Basilica di Sant' Antonio,s.s. (1) ,,"Discantus, Altus, Tenor, Bassus"
1015,Parma,I-PAac,Archivio Capitolare di Parma,MS AC-04,,
1016,Piacenza,I-PCd,"Archivio del Duomo, Fondo Musicale",s.s. (1) ,,"Discantus, Altus, Tenor"
1019,Reggio Emilia,I-REsp,Archivio della Chiesa di San Prospero,s.s. ,,"Tenor, Bassus, Quintus"
1020,Rome,I-Rpm,Palazzo Massimo,VI/C6/23,,
1021,Rome,I-Rv,Biblioteca Vallicelliana,S1 35,,
1024,Rome,I-Rsg,"San Giovanni in Laterano, Archivio Musicale",61,,
1025,Rome,I-Rsld,San Lorenzo in Damaso. Registri Amministrativi e Corali della Capella Musicale,"Armadio IV, Vol. 9",,
1026,Rome,I-Rsm,"Santa Maria Maggiore, Archivio e Biblioteca del Capitolo Liberiano",26,,
1027,Subiaco,I-SUb,"Monumento Nazionale dell'Abbazia di Santa Scolastica, Biblioteca Statale",248,,
1029,Sulmona,I-SUL,Biblioteca Comunale P. Ovidio Nasone,s.s.,,
1030,Trent (Trento),I-TRa,Archivio di Stato Trento,"Sezione tedesca, Nr. 105",,
1031,Trent (Trento),I-TRc,Biblioteco Comunale,283,,
1033,Treviso,I-TVcap,Biblioteca Capitolare del Duomo di Treviso,1,,
1034,Verona,I-VEaf,Biblioteca Dell'Accademia Filarmonica,218,,"Discantus 1, Discantus 2, Altus 1, Altus 2, Tenor 1, Tenor 2, Bassus 1, Bassus 2"
1038,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 72A,,
1041,Leiden,NL-L,Gemeentearchief; Archieven van de Kerken,MS 1438,,
1042,Leiden,NL-Lml,Stedelijk Museum in de Lakenhal,MS 1440,,
1043,Maastricht,NL-M,Rijksarchief van Limburg,s.s.,,
1044,Nijmegen,NL-Nn,Bibliotheek Redemptoristenklooster Nebo,"Kast P, No. 3",,
1045,Den Haag,NL-DHk,Koninklijke Bibliotheek,74/h/7,,
1046,Utrecht,NL-Uu,Universiteitsbibliotheek,Hs. 16 H 34,,
1048,Utrecht,NL-Urc,Rijksmuseum Catharijneconvent,Hs. 21,,
1050,Elvas,P-Em,Biblioteca Municipale (Públia Hortênsia),11973,,
1051,Lisbon,P-Lant,Arquivo Nacional Da Torre do Tombo,97,,
1052,Lisbon,P-Ln,Biblioteca Nacional,Colecção Dr. Ivo Cruz. MS 60,,
1053,Oporto,P-Pm,Biblioteca Pública Municipale,714,,
1054,Cieszyn,PL-C,Oddzial Zabytkowy Biblioteki Slaskiej W Cieszynie,Rps. DD I 28,,
1055,Gdansk,PL-GD,Bibliogeki Polskiej Akademii Nauk (Library of the Polish Academy of Sciences),4003,,"Discantus, Altus, Tenor, Bassus"
1056,Kielce,PL-KIs,Biblioteka Seminarium Duchownego,s.s.,,
1057,Klatovy,CZ-KLm,Vlastivědné muzeum Dr. Hostaše v Klatovech [formerly: Okresní Muzeum],C3/403,,
1058,Kórnik,PL-KÓ,Biblioteki Polskiej Akademii Nauk,801,,
1059,Kraków,PL-Kb,Biblioteka Klasztoru OO. Bernadynów,18/RL,,
1060,Kraków,PL-Kk,Biblioteka Kapituly Katedralnej,MS 58,,
1061,Göttweig,A-GO,Bibliothek des Benediktinerstifts,307,,
1062,Brno,CZ-Bm,"Moravsky Zemrky archv v Brne (Morovian land archive, Brno)",G12 - Sbírka Cerroniho II 265,,
1063,Chrudim,CZ-CHRm,Okresní muzeum [formerly: Mestske Muzeum],12580,,
1064,Chlumec nad Cidlinou,CZ-CHLa,Archiv,s.s.,,
1067,Kraków,PL-Kklar,"Biblioteka Klasztoru SS. Klarysek, S. Andrea (Library of St Andrew's Convent of the Order of St Clare)",s.s. (1-2),,
1068,Kraków,PL-Kp,Biblioteka Polskiej Akademii Nauk,MS 1689,,
1069,Poznan,PL-Pr,Miejska Biblioteka Publiczna,1361,,
1070,Poznan,PL-Pu,Biblioteka Uniwersytecka im. Adama Michiewicza,7022,,
1072,Tarnow,PL-TAm,Muzeum Diecezjalne,2015,,
1073,Torun,PL-Tm,Wojewódzka Biblioteka Publiczna Ksiaznica Kopernikanska w Torunio,J. 4º 29,,
1074,Warsaw,PL-Wu,"Biblioteka Uniwersytecka, Oddzial Zbiorów Muzycznych",7.41.5.14 ,,"VII, VIII"
1075,Wroclaw (Breslau),PL-WRk,Bibliothek des Domkapitels (Archiwum Archidiecezjalne i Biblioteka Kapitulna),MS 58,,
1076,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,Sammlung Bohn Mus. MS 5 ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
1078,Stockholm,S-Ska,"Kammararkivet, Baltiska Fogderäkenskaper",F. 365,,
1079,Stockholm,S-Sk,Kungliga Bibliothek,Holm. S 229:1,,
1080,Stockholm,S-Skma,Kungliga Musikaliska Akademiens Biblioteket,Tyska Kyrhans Samling 15 ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
1082,Cape Town,ZA-Csa,South African Public Library,3.b.12,Codex Grey,
1083,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 1,,
1084,Buffalo,US-BUu,"State University of New York, Music Library",M/02/A3/p,,
1085,New Haven,US-NHub,Beinecke Library for rare Books and Manuscripts,91,Mellon Chansonnier,
1088,Urbana,US-Uu,University of Illinois Library,M. 783.2 L. 712,,
1090,Ljubljana,YU-Lna,Nadskofijski Archiv,154,,
1093,Litomysl,CZ-LIMm,Regionální muzeum v Litomyšli ,s.s.,,
1094,Prague,CZ-Pa,Archiv Hlavniho Mesta Prahy,s.s.,,
1095,Prague,CZ-Pm,Muzeum Hlavniho Mesta Prahy,s.s.,,
1096,Prague,CZ-Pst,Státní Archiv,MS K Vs.376,,
1097,Roudnice,CZ-ROU,Archiv Proboststvi,MS s.s. A,,
1098,Rychnow nad Knesnou,CZ-RY,Okresni Muzeum,s.s.,,
1099,Sedlcany,CZ-S,Mestske museum na cervenem hradku,MS M 3,,
1100,Teplice,CZ-TE,Oblastni Vlastivedne Muzeum,A (s.s.),,
1101,Vyšší Brod,CZ-VB,Klasterni Knihovna,MS 28,,
1102,Vodnany,CZ-VO,Farní úřad [formerly:Dekansky Urad],s.s.,,
1103,Dresden,D-D,Sächsische Landesbibliothek,A 52,,
1104,Freiburg,D-Fru,Universitätsbibliothek,1133,,
1105,Hamburg,D-Hs,Staats- und Universitätsbibliothek,Catharinen 6,,
1107,Cologne,D-KNu,Universitäts- und Stadtbibliothek,MS 5 P 114,,
1108,Mainz,D-MZd,Domchor-Archiv,s.s.,,
1109,Ottobeuren,D-OBa,Bibliothek der Benediktinerabtei,II. 314,,
1110,Osnabrück,D-OS,Archiv des Bischöflichen Generalvikars,s.s.,,
1111,Rostock,D-ROu,Universitätsbibliothek Rostock,phil. 100/2,Rostocker Liederbuch (Rostock songbook),
1112,Trier,D-TRs,Stadtbibliothek,Ms. 322/1994,,
1113,Winzenhofen,D-SCHJp,Pfarrarchiv,s.s.,,
1114,Wolf,D-Bwolf,Bibliothek Johannes Wolf,Fragment (verschollen),,
1115,Würzburg,D-WÜu,Universitätsbibliothek,M.p.th.f.m. 19,,
1116,Copenhagen (København),DK-Kar,Det Arnamagnaeanske Institut,"MS AM 76, 8º",,
1128,Aachen,D-AAm,Domarchiv,Chorbuch II,Mangon Choirbook II,
1129,Alquézar,E-AL,Biblioteca de la Colegiata,MS 1,,
1137,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.2,,
1138,Eisenach,D-EIa,Stadtarchiv,s.s.,Eisenacher Cantorbuch,
1139,Frankfurt am Main,D-F,Stadt- und Universitätsbibliothek,Mus. fol. -2,,
1140,Gotha,G-GOl,"Forschungsbibliothek Goth, Schloss Friedenstein",Chart. A. 98,Gothaer Chorbuch,
1143,Greifswald,D-GRu,Universitätsbibliothek,BW 640,,
1144,Halle an der Saale,D-HAu,Universitätsbibliothek,Ed. 1147 ,,"Discantus, Altus, Tenor, Bassus, Quintus"
1145,Hasselt,B-HA,Franciscanenklooster,s.s.,,
1146,Heilbronn,D-HBa,"Stadtarchiv, Musiksammlung",MS IV,,
1147,Jena,D-Ju,Universitätsbibliothek,MS 2,,
1148,Kassel,D-Kl,Universitätsbibliothek Kassel Landesbibliothek und Murhardsche Bibliothek der Stadt Kassel,8º Ms. Mus. 4/1,,
1149,Klosterneuburg,A-KN,Augustiner-Chorherrenstift,70,,
1150,Kremsmünster,A-KR,Stiftsbibliothek,MS 312,,
1151,Leipzig,D-LEu,Universitätsbibliothek,MS Thomaskirche 49 ,,"1, 2, 3, 4"
1155,Lüneburg,D-Lr,Ratsbücherei,Mus.ant.pract.K.N.144 ,,"1, 2, 3, 4"
1156,Madrid,E-Mb,Private Library of Don Bartolomé March Servera,MS R. 6829 (861),,
1157,Madrid,E-Mp,"Palacio Real, Biblioteca",1335,Canconiero de Palacio,
1159,Mechelen (Malines),B-MEa,Stadsarchief van Mechelen,s.s.,,
1160,Merseburg,D-MERa,"Domstift Merseburg, Archiv und Bibliothek",13b,,
1161,Cologne,D-KNa,Historisches Archiv der Stadt,W 75,,
1162,Nuremberg (Nürnberg),D-Ngm,Bibliothek des Germanischen Nationalmuseums,8820 B,,
1163,Nuremberg (Nürnberg),D-Nla,Landeskirchliches Archiv,St. Egidien 28,,
1164,Olomouc (Olmütz),CZ-OLa,Státní Archiv,C.O. 362,,
1167,Pribram,CZ-PRm,Museum,s.s.,,
1168,Regensburg,D-Rp,Bischöfliche Zentralbibliothek,A.R. 774 D,,
1169,Regensburg,D-Rtt,Fürst Thurn und Taxis Hofbibliothek,Freie Künste Musik 2,,
1170,Rein,A-R,Stiftsarchiv,101,Grudenegg Codex,
1172,Rostock,D-ROu,Universitätsbibliothek Rostock,Mus. Saec. XVI-35 ,,"1, 2, 3, 4"
1173,Samaden,CH-SAM,Fundaziun Planta,M 30,,
1174,Zaragoza (Saragossa),E-Zvp,"Iglesias Metropolitana de la Virgen del Pilar, Archivo Musical","Armario B-2, MS 4",,
1175,Schmalkalden,D-SNg,Turmbibliothek der St. Georg Kirche,s.s.,,
1176,Schneeberg,D-SEB,Bibliothek der St. Wolfgang Kirche,s.s.,,
1177,Segovia,E-SE,Archivo Capitular de la Catedral,Ms. 1,,
1178,Seville,E-Sc,"Catedral Metropolitana, Biblioteca del Coro",1,,
1180,Sion,CH-Sk,Archives du Chapitre,Apr-87,,
1182,Toledo,E-Tc,Archivio y Biblioteca Capitulares de la Catedral Metropolitana,Ms. 7,,
1183,Toledo,E-Tc,"Catedral, Obra y Fabrica",Reservado 23,,
1184,Tournai,B-Tv,Bibliothèque de la Ville,94,,
1185,Trebechovice Pod Orebem,CZ-TRCHm,Muzeum,134,,
1186,Trebon,CZ-TRE,Státní Oblastní Archiv,A 4,,
1187,Ulm,D-Usch,Münster Bibliothek,235,,"a, b, c, d"
1188,Usti nad Orlici,CZ-UO,Okresni Archiv,A 3,,
1190,Valencia,E-VAu,Biblioteca Universitaria,835,,
1191,Valladolid,E-V,"Catedral Metropolitana, Archivo de Música",5,,
1193,Vienna,A-Ws,"Schottenstift, Benediktiner-Abtei unserer Lieben Frau zu den Schotten",Fragments removed from MS 355,,
1194,Weimar,D-WRhk,Bibliothek der Evangelisch-Lutherischen Kirchengemeinde,A,Weimar A,
1195,Bad Windsheim,D-WH,Stadtbibliothek,118,,
1196,Wittenberg,D-WGl,Bibliothek des evangelischen Predigerseminars,S 403/1048,,
1197,Zerbst,D-ZEh,"Former Herzogliches Haus-und Staatsarchiv (now in the Landeshauptarchiv Sachsen-Anhalt, Abteilung Dessau)",s.s.,,
1198,Zurich,CH-Zz,Zentralbibliothek,Car.V.169a,,
1199,Ansbach,D-AN,Staatliche Bibliothek,VI.g.12,,
1200,Antwerp,B-Amp,"Museum Plantin-Moretus, Bibliotheek",MS M6,,
1201,Bratislava,SK-BRsu,"Státny Ústredny Archív SSR, Kniznica Bratislavskej Kapituly",11,Anna Hannsen Schuman Codex,
1202,Bratislava,SK-BRmp,Miestne Pracovisko Matice Slovenskej,Inc. 33,,
1203,Bratislava,SK-BRu,"Univerzita Komenského, Kniznica",Inc. 318-I,,
1205,Freiberg (Saxony),D-FBo,"Erweiterte Oberschule ""Geschwister Scholl,"" Musiksammlung",Musiksammlung. MS 11 fol.,,
1206,Harburg,G-HR,Fürstlich Oettingen-Wallerstein'sche Bibliothek und Kunstsammlungen (now in University Library Augsburg),"II Lat. 2, 2º, 6",,
1207,Herdringen,G-HRD,"Schloss Fürstenberg, Bibliothek",9820,,
1208,Hof an der Saale,G-HO,Jean-Paul-Gymnasium,Paed. 3713 Sbd.,,
1209,Iserlohn,D-ISL,"Evangelische Kirchengemeinde, Varnhagen Bibliothek",Fragments from binding of incunabulum IV 36 F124,,
1210,Linz,A-Lls (A-Llb),Oberösterreichische Landesbibliothek,255,,
1211,Michaelbeuern,A-MB,Bibliothek des Benediktinerstifts,s.s.,,
1212,Mladá Boleslav,CZ-MB,Okresní Muzeum,Inv. 21693,,
1213,Tübingen,D-Tud,Universitätsbibliothek,Mc 48,,
1214,Graz,A-Gla,Steiermärkisches Landesarchiv,Musikalien Schuber 1,,
1220,Jena,D-Ju,Universitätsbibliothek,MS 3,,
1221,Jena,D-Ju,Universitätsbibliothek,MS 4,,
1222,Jena,D-Ju,Universitätsbibliothek,MS 5,,
1223,Jena,D-Ju,Universitätsbibliothek,MS 7,,
1224,Jena,D-Ju,Universitätsbibliothek,MS 8,,
1225,Jena,D-Ju,Universitätsbibliothek,MS 9,,
1226,Jena,D-Ju,Universitätsbibliothek,MS 12,,
1227,Jena,D-Ju,Universitätsbibliothek,MS 20,,
1228,Jena,D-Ju,Universitätsbibliothek,MS 21,,
1229,Jena,D-Ju,Universitätsbibliothek,MS 22,,
1230,Jena,D-Ju,Universitätsbibliothek,MS 30,,
1231,Jena,D-Ju,Universitätsbibliothek,MS 31,,
1232,Jena,D-Ju,Universitätsbibliothek,MS 32,,
1233,Jena,D-Ju,Universitätsbibliothek,MS 33,,
1234,Jena,D-Ju,Universitätsbibliothek,MS 34,,
1235,Jena,D-Ju,Universitätsbibliothek,MS 35,,
1236,Jena,D-Ju,Universitätsbibliothek,MS 36,,
1237,London,GB-Lbl,British Library,Add. MS 5465,Fayrfax MS,
1238,London,GB-Lbl,British Library,Add. MS 31922,Henry VIII Manuscript,
1248,Reykjavik,IS-RI,Landsbokasafn,"AM 80 b, 8vo",,
1251,Graz,A-Gu,Universitätsbibliothek,MS 9,,
1252,Graz,A-Gu,Universitätsbibliothek,MS 10,,
1253,Melk,A-M,Bibliothek des Benediktinerstifts,MS 950,,
1256,Salzburg,A-Ssp,Stiftsbibliothek von St. Peter,MS a.VI.47,,
1257,Vorau,A-V,Bibliothek des Augustiner - Chorherrenstifts,MS 22,,
1260,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 4696 Han,Lambacher Liederhandschrift/ Songbook,
1261,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. Ser. n. 12875 Han,,
1262,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs.15501 Mus,Kuttenberger Cantionale,
1263,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs.15503 Mus,Caslau Graduale,
1264,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs.15509 Mus,,
1265,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 16857,,
1266,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS II.2631,,
1267,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS AN.II.46,,
1268,Engelberg,CH-EN,Stiftsbibliothek,1,,
1269,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 546,,
1270,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 6,Franus Cantionale,
1271,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 8,,
1275,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 15,,
1276,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS II A 44,,
1277,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS 6351,,
1278,Hradec Králové,CZ-HKm,"Krajske Muzeum, Knihovna (Regional Museum, Library)",MS 8553,,
1279,Jindrichuv Hradec,CZ-Jla,Státní Archiv v Treboni PrOkresni Muzeumacoviste,Ms. ohne Sign,,
1281,Prague,CZ-Ph,Archiv proboststvi hradu,MS K.XXXVII,,
1282,Prague,CZ-Ph,Archiv proboststvi hradu,MS M.LII   Ph52,,
1283,Prague,CZ-Pnm,Narodni muzeum,MS I A 17,Solnice Gradual,
1284,Prague,CZ-Pnm,Narodni muzeum,MS I A 34,,
1285,Prague,CZ-Pnm,Narodni muzeum,MS II C 7,Cesk˛ Kancionál Jistebnick,
1286,Prague,CZ-Pnm,Narodni muzeum,MS IV B 9,Krolmusuv Kancionál,
1287,Prague,CZ-Pnm,Narodni muzeum,MS V B 5,,
1288,Prague,CZ-Pnm,Narodni muzeum,MS XII A 23,,
1289,Prague,CZ-Pnm,Narodni muzeum,MS XII F 14,Latinsk˛ Kancionál Jistebnick,
1290,Prague,CZ-Pnm,Narodni muzeum,MS XIII A 2,,
1291,Prague,CZ-Pnm,Narodni muzeum,MS XIII E 4,,
1292,Prague,CZ-Pnm,Narodni muzeum,MS XIII E 8,,
1294,Prague,CZ-Pu,Universitni Knihovna,MS IV H 12,,
1295,Prague,CZ-Pu,Universitni Knihovna,MS VI B 24,,
1296,Prague,CZ-Pu,Universitni Knihovna,MS VI C 20a,,
1299,Prague,CZ-Pu,Universitni Knihovna,MS XIII A 5c,,
1301,Prague,CZ-Pu,Universitni Knihovna,MS XVII A 32,,
1302,Prague,CZ-Pu,Universitni Knihovna,MS XVII A 39,,
1303,Prague,CZ-Pu,Universitni Knihovna,MS XVII A 41,,
1304,Prague,CZ-Pu,Universitni Knihovna,MS XVII A 42,,
1305,Prague,CZ-Pu,Universitni Knihovna,MS XVII B 74,,
1307,Prague,CZ-Pu,Universitni Knihovna,MS XVII B 19,,
1308,Prague,CZ-Pu,Universitni Knihovna,MS XVII B 20,,
1310,Rakovnik,CZ-RA,Mestske Museum,Ms. II,,
1311,Roudnice,CZ-ROU,Archiv Proboststvi,MS B,,
1312,Sedlcany,CZ-S,Mestske museum na cervenem hradku,MS M 4,,
1313,Teplice,CZ-TE,Oblastni Vlastivedne Muzeum,B (s.s.),,
1314,Třebenice,CZ-TB,Museum Ceskeho Granatu,Ms. s.s.,,
1316,Usti nad Orlici,CZ-UO,Okresni Archiv,Ms. s.s.,,
1317,Vyšší Brod,CZ-VB,Klasterni Knihovna,MS 42,Hohenfurter Liederhandschrift,
1321,Tabor,CZ-TAI,Státní Okresní Archiv,Ms. s.s.,,
1322,Tabor,CZ-TAI,Státní Okresní Archiv,Ms. s.s.,,
1323,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40095,,
1326,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Germ. 8º 280,Liederbuch of Anna von Köln,
1327,Bamberg,D-BAs,Staatsbibliothek,Ms. K. B. 174 (olim Rh. 1. 8),,
1328,Göttingen,D-Gs,Niedersächsische Staats- und Universitätsbibliothek,Ms. Luneb. 78,,
1332,Karlsruhe,D-KA,Badische Landesbibliothek,St Blasien 15,,
1333,Karlsruhe,D-KA,Badische Landesbibliothek,St Blasien 77,,
1335,Munich,D-Mbs,Bayerische Staatsbibliothek,Cgm. 716,,
1336,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 9508,,
1338,Trier,D-TRs,Stadtbibliothek,Ms. 516/1595,,
1339,Trier,D-TRs,Stadtbibliothek,Ms. 1120/128,,
1340,Wolfenbüttel,D-W,Herzog August Bibliothek,Cod. Guelf. 76.5 Aug. 2°,,
1341,Wolfenbüttel,D-W,Herzog August Bibliothek,Cod. Guelf. 892 Helmst.,,
1342,Zwickau,D-Z,Ratsschulbibliothek,"MS 84,2",,
1343,Zwickau,D-Z,Ratsschulbibliothek,"MS 94,5",,
1345,Copenhagen (København),DK-Kar,Det Arnamagnaeanske Institut,"MS AM 80, 8°",,
1349,Copenhagen (København),DK-Kar,Det Arnamagnaeanske Institut,"MS AM 687B, 4°",,
1351,Parma,I-PAac,Archivio Capitolare di Parma,MS F-10,,
1356,Kraków,PL-Kp,Biblioteka Polskiej Akademii Nauk,MS 1706,,
1357,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 554,,
1358,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 1267,,
1359,Kraków,PL-Kj,Biblioteka Jagiellonska,MS 2464,,
1360,Kraków,PL-Kk,Biblioteka Kapituly Katedralnej,MS 235,,
1364,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.Oct.110,,
1365,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.Q.132,,
1366,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.F.269,,
1368,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.F.391,,
1370,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.Q.466,,
1371,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS K.505 (olim Stadtbibliothek),,
1372,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS R.3067,,
1375,Washington,US-Wc,Library of Congress,ML171.J6 Case,,
1376,Zagreb,YU-ZnlO,Nacionalna I Sveucilisna Biblioteka,Ms. MR 10,,
1378,Cambridge,GB-Ctc,Trinity College,B.10.5,,
1381,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS lat.243,,
1383,Esztergom,H-Efkö,Föszékesegyházi Könyvtár (Cathedral Library),MS L.II.7,,
1384,Bologna,I-Bu,Biblioteca Universitaria,MS 2866,,
1385,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS II.XI.18,,
1387,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.16,,
1388,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.17,,
1389,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.18,,
1390,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.19,Rusconi Codex,
1391,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.20 ,,"Discantus, Altus, Tenor, Bassus"
1392,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.21 ,,"Discantus, Altus, Tenor, Bassus"
1393,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.27 Iº,,
